Id,Expected,Rooms,SqrMeters,Floor,Location,Description
563,281179,2,47.02,1,Poznań ul. Karpia 25,Nieruchomości Mieszkania Nieruchomości Mieszkania
564,420000,3,66.81,5,Poznań Grunwald ul. Smardzewska,Kontakt: Katarzyna Piotrowska 607-071-477 Polecam na sprzedaż przestronne piękne trzypokojowe mieszkanie położone w kilkuletnim bloku na Grunwaldzie przy ul. Smardzewskiej. Duży salon (18 88 m2) z wyposażonym aneksem kuchennym (6 04 m2) dwie...
565,175000,1,33,5,Poznań Wilda,Polecam na sprzedaż sympatyczną kawalerkę w bloku z cegły z 1999 r. nieopodal Rynku Wildeckiego w bocznej ulicy. Mieszkanie zlokalizowane na 5 piętrze w budynku 6-cio piętrowym z windą. Doskonała lokalizacja w pobliżu pełna infrastruktura ...
566,265000,2,49,3,Poznań Piątkowo ul. Os. Batorego,Sprzedam dwupokojowe o wysokim standardzie Poznań BEZPIECZNA TRANSAKCJA TYLKO Z LICENCJONOWANYM BIUREM NIERUCHOMOŚCI. Polecamy Państwu do zapoznania się z nową ofertą mieszkania dwupokojowego o powierzchni 49 2 m2 położonego na trzecim...
567,317000,4,65,1,Poznań Stare Miasto Winogrady Os. Wichrowe Wzg ul. Os. Wichrowe Wzgórze,Gorąco polecam przestronne mieszkanie w doskonałej lokalizacji na os. Wichrowe Wzgórze na Winogradach. OPIS MIESZKANIA: Mieszkanie czteropokojowe na osiedlu Wichrowe Wzgórze o powierzchni 64 90 m2 znajduje się na 1 piętrze w ocieplonym...
568,300000,2,56,3,Poznań Poznań-Grunwald ul. Rycerska,Na sprzedaż wyremontowane mieszkanie o pow. 56 m2 z Księgą Wieczystą bez obciążeń położone na ul. Rycerskiej na poznańskim Grunwaldzie. Mieszkanie na 3 piętrze budynku 4 piętrowego ocieplonego murowana z pełnej cegły z lat 60tych. W bloku...
569,510220,4,79.6,2,Poznań Grunwald ul. Kamiennogórska,Mieszkać wśród spokojnej zieleni czy dać się porwać rytmowi miasta? Trudny wybór ale nie musi Cię dotyczyć jeśli zamieszkasz na Młodym Grunwaldzie! Poznaj miejsce dzięki któremu skorzystasz z wygód miasta i ciszy Lasku Marcelińskiego! Zrób...
570,328790,2,55,1,Poznań Jeżyce,STYLOWE MIESZKANIE W REWITALIZOWANEJ KAMIENICY. JEŻYCE. Przedmiotem oferty jest dwupokojowe mieszkanie o powierzchni 55m2 (pokój z aneksem 26 50m2 pokój 20m2 łazienka 5m2 korytarz 3 50m2) znajdujące się na pierwszym piętrze zrewitalizowanej...
571,399000,3,74,4,Poznań Piątkowo ul. Os. Zygmunta Starego,Zapraszam do zapoznania się z ofertą sprzedaży ciekawego mieszkania znajdującego się na 4 piętrze niskiego bloku z cegły na poznańskim Piątkowie. Mieszkanie klimatyczne przestronne gotowe do zamieszkania składa się z 3 przestronnych pokoi ...
572,245000,2,38,4,Poznań Podolany ul. Żegiestowska,OFERTA ZABLOKOWANA Polecam mieszkanie gotowe do wprowadzenia bez nakładów finansowych! Na sprzedaż 2-pokojowe komfortowe mieszkanie o powierzchni 45 9m2 położone na drugim i ostatnim piętrze w budynku z cegły z 2007 roku na PODOLANACH w...
573,248091,2,40.34,5,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
574,314029,3,56.48,1,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania
575,271000,2,45,4,Poznań Piątkowo ul. Os. Stefana Batorego,Polecam na sprzedaż 2 pokojowe mieszkanie w świetnej lokalizacji na os. Batorego (Piątkowo). Lokal położony na IVp niskiego budynku w cichej spokojnej okolicy. Blok wybudowany w 1999r. Na mieszkanie składają się 2 pokoje półotwarta kuchnia ...
576,630000,4,85,4,Poznań Stare Miasto,NOWY APARTAMENT Z BALKONEM NOWY BUDYNEK Z MATERIAŁÓW WYSOKIEJ JAKOŚCI. Przedmiotem sprzedaży jest apartament na pierwszym piętrze o powierzchni 84 57m2. Apartament składa się z 4 pokoi (19 20m2 10 60m2 13 20m2 6 40m2) kuchnia 11 60m2 ...
577,272045,2,47.23,3,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania
578,250000,1,29,2,Poznań Wilda ul. Górna Wilda,Polecam na sprzedaż atrakcyjną kawalerkę o powierzchni 29m2w nowo powstałym budynku na ul. Górna Wilda. Skład lokalu to Pokój z aneksem kuchennym korytarz łazienka ok 6 m2 balkon o powierzchni 7 m2. Okna wychodzące na północ północny...
579,199000,2,43,2,Poznań Piotrowo,Polecam do zakupu mieszkanie z balkonem z możliwością dokupienia działki ROD o powierzchni 43m2 w Poznaniu dzielnicy Piotrowo ul Głuszyna. Mieszkanie słoneczne ciche zadbane. Blok ocieplony pomalowany nowe opierzenia i dach. Otoczenie...
580,269000,2,55.5,10,Poznań Rataje ul. Falista,Słoneczne mieszkanie na dziesiątym piętrze w wieżowcu w Poznaniu w dzielnicy Rataje. Dwa pokoje okna wychodzące na południe zachód; widok na panoramę miasta. Standard wykończenia: Ściany - glazura gładź gipsowa; Podłogi - panele podłogowe ...
581,271165,2,44.8,4,Poznań Winogrady Piątkowo Naramowice Stare Miast ul. Wilczak,KUPUJĄCY NIE PŁACI PROWIZJI. Na sprzedaż mieszkanie 2-pokojowe na nowym osiedlu Wilczak. Mieszkanie usytuowane jest na 4 piętrze w budynku jest winda. Układ pomieszczeń: pokój dzienny z aneksem kuchennym z oknem (20 33m2) z balkonem (7 87m2) ...
582,309000,3,65,3,Poznań Winogrady ul. Kosmonautów,Oferuje na sprzedaż mieszkanie na WINOGRADACH Os.Kosmonautów znajdujące się w niskim bloku ocieplonym na 3 piętrze z balkonem o powierzchni 64 9 m 2 Lokal składa się z ustawnych 3 pokoi * trzech pokoi [25 m 2 9 m 2 12 m 2] *korytarza...
583,320000,3,53.09,1,Poznań Piątkowo ul. Sarmacka,Rozkładowe słoneczne mieszkanie na pierwszym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Piątkowo. Trzy pokoje okna wychodzące na północ południe wschód zachód; widok na drzewa. Standard wykończenia: Ściany - glazura gładź gipsowa ...
584,188825,2,32.5,1,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania
585,279794,1,37.81,2,Poznań Grunwald ul. Heweliusza,Hevelia nowe kameralne osiedle na poznańskim Grunwaldzie jest odpowiedzią na potrzeby wszystkich tych którzy cenią w architekturze piękno prostotę i funkcjonalność. Harmonijnie wkomponowany w otoczenie zespół czteropiętrowych budynków ...
586,372600,3,54,3,Poznań Stare Miasto ul. Wodna,| Kontakt w sprawie oferty: Renata tel.790 721 421 . . Polecam na sprzedaż mieszkanie o powierzchni 51 m2 w kamienicy przy ul. Wodna/ Grobla. Możliwa DOWOLNA ARANŻACJA zawarta w cenie mieszkania na 2 do 3 pokoi lub PODZIAŁ NA 2 DO 3...
587,460149,2,31.8,4,Poznań Stare Miasto ul. Dominikańska,Zapraszamy do zapoznania się z nową inwestycją firmy Jakś-Bud! Dominikańska 9 oferuje 52 luksusowe apartamenty o powierzchni od 31 m2 do ponad 200 m2. W cenie już od 7.960 zł./m2 brutto. Ulica Dominikańska znajduje się w samym sercu Poznania i...
588,321530,3,56.31,2,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania
589,300762,2,48.51,2,Poznań Winogrady ul. Hawelańska,Nieruchomości Mieszkania Nieruchomości Mieszkania
590,597593,4,104.42,1,Poznań Grunwald ul. Gotowe Do Odbioru Jeleniogórska Mdm,KOMFORTOWE 4-POKOJOWE - GOTOWE DO ODBIORU nr mieszkania: F/56 cena brutto: 597.593 23 zł kondygnacja: parter balkon: taras komórka lokatorska: 3 81 m2 w cenie mieszkania dodatkowe opcje: - miejsce parkingowe w hali garażowej na poziomie -1 -...
591,387000,3,82.5,1,Poznań Łazarz ul. Małeckiego Po Remoncie!,Biuro Nieruchomości Credo poleca na sprzedaż przestronne 3-pokojowe mieszkanie położone na pierwszym piętrze pięknej zabytkowej kamienicy w atrakcyjnej lokalizacji przy ul. Małeckiego Łazarz Poznań. Kamienica została ocieplona klatka schodowa...
592,195000,2,35,1,Poznań Jeżyce,Polecam na sprzedaż mieszkanie na Jeżycach przy ulicy Piotra Wawrzyniaka - blisko Dąbrowskiego na parterze z bezpośrednim wejściem do mieszkania z podwórza - nie ma klatki schodowej mieszkania o powierzchni 35 m2. Układ pomieszczeń jest...
593,284955,2,47.54,2,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
594,172000,1,30,8,Poznań Rataje Śródka Centrum Zawady Wilda Łazarz ul. Bohaterów Ii Wojny Światowej,BEZPIECZNA TRANSAKCJA JEDYNIE Z DOŚWIADCZONYM I LICENCJONOWANYM POŚREDNIKIEM!!! 100 % SATYSFAKCJI Z ZAKUPU!!! Polecam do zakupu kawalerkę położoną na Ratajach ( os. Bohaterów II Wojny Światowej ). Na 30 m2 składa się jeden ustawny pokój osobna...
595,239000,2,44,4,Poznań Dębiec ul. Czechosłowacka,Polecam na sprzedaż mieszkanie w Poznaniu - 2pok. 44m2 - Dębiec - Czechosłowacka CENA: 239 000 ( do negocjacji ) - spółdzielcze własnościowe z KW - 4p./ 5 kondygnacji - czynsz 430zł ( 3 os. ) - okna PCV z wystawą pn.-pd. - ogrzewanie C.O....
596,246326,2,39.73,2,Poznań Winogrady ul. Hawelańska,Nieruchomości Mieszkania Nieruchomości Mieszkania
597,398000,3,65.7,3,Poznań Stare Miasto ul. Czapla,Sprzedam mieszkanie 3- pokojowe w Poznaniu przy ul. Czapla powierzchnia użytkowa 65 7 m².Głównym atutem mieszkania jest lokalizacja- Czapla to „ślepa uliczka” położona tuż nad brzegiem Warty ( na wysokości plaży miejskiej na Szelągu) okolica...
598,188217,1,31.58,2,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania
599,150000,1,28,4,Poznań Dębiec ul. Dębiec,Polecam na sprzedaż atrakcyjną kawalerkę o powierzchni 28 m2. Mieszkanie położone jest na 4 piętrze w 4 piętrowym budynku na os.Dębiec okolice ul.Osinowa. Kawalerka składa się z pokoju z aneksem przedsioneka i łazienki. Okna PCV nowe z...
600,221130,1,33.9,1,Poznań Łazarz ul. Kanałowa,Polecam na sprzedaż przestronne mieszkanie przy ul.Kanałowej w Centrum Poznania. Kamienica jest rewitalizowana posiada ogrzewanie miejskie (Dalkia). Mieszkania w stanie deweloperskim ( tynki gipsowe na ścianach drewniane podłogi drewniane...
601,215000,2,46.18,1,Poznań Grunwald ul. Załęże,Polecam do zakupu mieszkanie położone na Łazarzu na ul.Załęże. Mieszkanie znajduję się na 1 dogodnym piętrze niskiego zadbanego bloku z cegły. Budynek po termomodernizacji w 2013 roku ocieplony nowa elewacja plastikowe okna. Metraż...
602,509579,4,79.5,3,Poznań Grunwald ul. Kamiennogórska,Mieszkać wśród spokojnej zieleni czy dać się porwać rytmowi miasta? Trudny wybór ale nie musi Cię dotyczyć jeśli zamieszkasz na Młodym Grunwaldzie! Poznaj miejsce dzięki któremu skorzystasz z wygód miasta i ciszy Lasku Marcelińskiego! Zrób...
603,199000,2,39,1,Poznań Dębiec ul. Jaworowa Łozowa Klonowa,Polecam na sprzedaż mieszkanie 2 pokojowe w budynku oddanym w 2015 r przy ul. Jaworowej. KUPUJĄCY NIE PŁACI 2% PODATKU PCC Blok znajduje się w samym sercu Dębca w pobliżu pętli tramwajowej autobusowej oraz dworca kolejowego. Bardzo szybki i...
604,317000,2,60,3,Poznań Grunwald Łazarz ul. Głogowska,Polecam na sprzedaż bardzo ładne i funkcjonalne mieszkanie zlokalizowane w Poznaniu przy ul. Głogowskiej blisko Parku Wilsona. Powierzchnia użytkowa: 60m2. Mieszkanie 2 pokojowe z osobną wyposażona kuchnią i łazienką. W mieszkaniu wymieniono...
605,259000,2,49,8,Poznań Piątkowo ul. Os. Bolesława Chrobrego,Sprzedam dwupokojowe mieszkanie na os. Bolesława Śmiałego - w pobliżu przystanku PST! Mieszkanie 49m2 o niezależnym układzie pomieszczeń IDEALNIE NADAJĄCE SIĘ POD WYNAJEM!. Na podłogach dobrze zachowana klepka parkietowa w reszcie pomieszczeń...
606,295000,2,51.08,1,Poznań ul. Dolina,Oferuję 2- pokojowe mieszkanie na 1- piętrze wyremontowanej kamienicy na Górnej Wildzie. Kamienica znajduje się w ścisłym centrum przy ul. Dolina nieopodal skrzyżowania ulic Chwiałkowskiego i Górna Wilda. Miejsce jest bardzo dobrze skomunikowane...
607,203432,2,34.48,1,Poznań ul. Karpia 25,Nieruchomości Mieszkania Nieruchomości Mieszkania
608,275000,3,58,5,Poznań Grunwald ul. Marcelińska,Rozkładowe jasne mieszkanie na piątym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Grunwald. Trzy pokoje okna wychodzące na północ południe zachód; widok na panoramę miasta. Standard wykończenia: Ściany - tapeta; Podłogi - panele...
609,205000,2,37,1,Poznań Sołacz ul. Nad Potokiem,ZAMIENIĘ zadbane mieszkanie 2-pokojowe z balkonem o powierzchni 37m2 z dobrą lokalizacją na Sołaczu przy ulicy NAD POTOKIEM blisko Uniwersytetu Rolniczego i Parku Sołackiego w POZNANIU na podobne w KRAKOWIE. Blisko do komunikacji...
610,325000,2,47,3,Poznań Winogrady ul. Winogrady,BT - BEZPIECZNA TRANSAKCJA TYLKO Z LICENCJONOWANYM POŚREDNIKIEM!!! POZNAŃ - WINOGRADY Mieszkanie o pow. 46 6m2 położone na trzecim piętrze trzykondygnacyjnego budynku z 2004 roku. Pokój dzienny 19 5m2 połączony z kuchnią w formie aneksu ...
611,263002,2,45.66,3,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania
612,285000,4,73,1,Poznań Grunwald ul. Plewiska,SŁONECZNE TARASY 2 PLEWISKA UL. FABIANOWSKA 77 TYP MIESZKANIA F6' odbiór w styczniu 2016 r. MIESZKANIE DWUPOZIOMOWE NA PIĘTRZE Z TARASEM W przypadku dodatkowych pytań uprzejmie zapraszamy do bezpośredniego kontaktu z działem sprzedaży firmy...
613,299000,2,70,1,Poznań Winogrady ul. Wilczak,Na sprzedaż mieszkanie przy ul. Wilczak. Budynek z lat 30 tych w bardzo dobrym stanie. 2 lata temu odnawiana była elewacja i wymieniany dach. Powierzchnia 80 m2 2 pokoje ( można zrobić 3 pokoje) balkon piwnica 20 m2. Piętro 1 budynek...
614,277644,1,40.83,1,Poznań Jeżyce ul. Poznańska 1-3,NOWY ADRES NA JEŻYCACH: POZNAŃSKA 1 POZNAŃSKA 1 to nowo budowana inwestycja mieszkaniowa u zbiegu ulic Kościelnej i Poznańskiej. Inwestycja zlokalizowana jest w centrum miasta w historycznej dzielnicy Jeżyce z bezpośrednim dostępem do...
615,390000,3,65,3,Poznań ul. Skórzewo Poznań Plewiska Wysogotowo P,Przepiękny przestronny komfortowy apartament o powierzchni 65 m2 wykończony z najwyższej klasy materiałów z największą starannością i dbałością o szczegóły. Znajduje się na 3 piętrze czteropiętrowego budynku na zamkniętym monitorowanym z...
616,269000,2,47.7,2,Poznań Winogrady ul. Os. Zwycięstwa,Słoneczne mieszkanie na drugim piętrze w wieżowcu w Poznaniu w dzielnicy Winogrady. Dwa pokoje okna wychodzące na zachód; widok na inne budynki. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - panele podłogowe; Okna - PCV; Parapety -...
617,289000,3,55.5,2,Poznań Piątkowo ul. Osiedle Stefana Batorego,Okazja! Zmiana ceny! Os. St. Batorego! Niski blok! 2 piętro! Polecam na sprzedaż mieszkanie położone na Os. Stefana Batorego. Mieszkanie składa się z trzech pokoi o układzie niezależnym kuchni przedpokoju i łazienki z wc. Metraże: pokój...
618,369000,2,66.75,3,Poznań Centrum ul. Górna Wilda,Przestronne mieszkanie na trzecim piętrze w kamienicy w Poznaniu w dzielnicy Centrum. Dwa pokoje okna wychodzące na południe wschód; widok na podwórko. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - panele podłogowe; Okna -...
619,300685,3,49.7,1,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
620,295500,2,49.25,4,Poznań Jeżyce Rynek Jeżycki ul. Juliusza Słowackiego,Na projekt S25 składają się 4 mieszkania na poddaszu o powierzchni od 41 do 54 m2. Lokalizacja mieszkań w kamienicy z 1919 roku na ul. Słowackiego na poznańskich Jeżycach daje możliwość życia w sercu miasta i korzystania z całej miejskiej...
621,320000,3,78,1,Poznań Nowe Miasto Rataje Żegrze ul. Osiedle Czecha,Mam do zaoferowania duże słoneczne mieszkanie 3-pokojowe na os. Czecha. Główne atuty nieruchomości: • doskonała komunikacja z centrum • rozkład pomieszczeń • bliskość terenów zielonych Nieruchomość złożona z: • pokój 22 m.kw • pokój 18 m.kw •...
622,172000,1,30,8,Poznań Rataje Starołęka ul. Os. Boh. Ii Wojny Światowej,POLECAM bardzo zadbaną kawalerkę w doskonałej lokalizacji na Osiedlu Bohaterów II Wojny Światowej (Rataje) w Poznaniu!!! OPIS MIESZKANIA: Bardzo zadbana kawalerka o powierzchni 30m2 znajduje się na ósmym piętrze w dziesięciopiętrowym bloku....
623,239000,2,42.7,3,Poznań Grunwald Łazarz ul. Józefa Łukaszewicza,*** NIEZALEŻNY UKŁAD *** PO KAPITALNYM REMONCIE *** WOLNE OD ZARAZ!!! *** Nowe dwupokojowe mieszkanie w centrum Poznania na Łazarzu w pobliżu rynku Łazarskiego. Lokal położony jest na trzecim piętrze czterokondygnacyjnego...
624,170000,1,30,3,Poznań Rataje ul. Os. Bohaterów Ii Wojny Światowej,Polecamy do sprzedaży kawalerkę 30 m2 w atrakcyjnym miejscu w bloku na os. Bohaterów II Wojny Św. Mieszkanie składa się z przedpokoju pokoju ok. 18 m2 kuchni ok. 6 m2 oraz łazienki ok. 4 m2. Z pokoju wyposażonego w dużą szafę typu Komandor...
625,499000,5,121,4,Poznań ul. Wierzbięcice,B.T- bezpieczna transakcja z Pośrednikiem 19 lat doświadczeń!! Na sprzedaż 6 pokojowe mieszkanie w kamienicy w Poznaniu na Wildzie przy ulicy Wierzbięcice o powierzchni 121 m2 zlokalizowane na 4 piętrze w 5 piętrowej kamienic z 1916 roku....
626,423400,2,58,2,Poznań Wilda ul. Kosińskiego,WYSOKI STANDARD! GOTOWE DO WPROWADZENIA! OCHRONA! Polecam na sprzedaż komfortowy APARTAMENT 2-pokojowy usytuowany na 2 piętrze budynku przy ul. Kosińskiego (Wilda) o powierzchni 58m2. Nowoczesny budynek wybudowany z silikatu w 2012 roku z...
627,284040,2,52,1,Poznań Łazarz,Polecamy na sprzedaż 2-pokojowe mieszkanie na I piętrze w ścisłym centrum Poznania w całkowicie zrewitalizowanej kamienicy! Powierzchnia 52 6m2. Całość została odnowiona wszystkie instalacje nowe okna nowe drewniane nawiązujące do pierwotnego...
628,339000,2,73,4,Poznań Centrum ul. Bukowska Zwierzyniecka Zeylanda,Polecam na sprzedaż mieszkanie usytuowane w kamienienicy z windą przy ul. Bukowskiej. OFERTA W PROGRAMIE MDM! ZADZWOŃ I ZAPYTAJ O SZCZEGÓŁY DOFINANSOWANIA! *Przykładowa dopłata MDM: *Dopłata dla osób nieposiadających dzieci wynosi 26 930 zł!...
629,175000,1,31,10,Poznań Grunwald,Zapraszam do zapoznania się z ofertą sprzedaży atrakcyjnego mieszkania ! Oferta dotyczy 1-pokojowego mieszkania na 10 piętrze w 11 piętrowym bloku o pow. 31 m2. Mieszkanie składa się z: - pokoju (19 5 m2); - przedpokoju (2 m;2) - kuchni (6 5...
630,278126,2,47.33,2,Poznań Centrum ul. Garbary,Jasne mieszkanie na drugim piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Centrum. Dwa pokoje z aneksem kuchennym okna wychodzące na południe; widok na podwórko. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - wylewka...
631,285000,3,53.5,3,Poznań Poznań-Nowe Miasto ul. Os. Czecha,Bardzo ładne mieszkanie 3 pokojowe z oddzielną kuchnią z oknem. Piękny widok z balkonu typu loggia. Mieszkanie ustawne i funkcjonalne. Mieszkanie o powierzchni 53 5m2 na poznańskich Ratajach. W niskim ocieplonym budynku na 3 piętrze. Mieszkanie...
632,399000,3,64.5,3,Poznań Stare Miasto Piątkowo ul. Mateckiego,Polecam mieszkanie na Piątkowie o wysokim standarcie wykończenia. Główne atuty nieruchomości: • cicha i spokojna okolica • wysoki standard wykończeń • bliskość terenów zielonych Nieruchomość złożona z: • pokój 20 m.kw • pokój 11 m.kw • pokój...
633,368000,4,66,1,Poznań Grunwald Górczyn,4 POKOJOWE MIESZKANIE W STANIE DEWELOPERSKIM W KREDYCIE MDM. W stanie deweloperskim otrzymacie Państwo: - drzwi antywłamaniowe; - ściany i sufity tynk gipsowy zatarty na gładko ściany pomalowane na biało; - posadzki betonowe zatarte na gładko;...
634,285000,2,50,1,Poznań Piątkowo ul. Sobieskiego,Mieszkanie 2 pokojowe 50 m2 na wysokim parterze w 3 – piętrowym bloku na Os. Sobieskiego na Piątkowie. Lokalizacja w pobliżu szybkiego tramwaju i dworca autobusowego - 5-7min spacerem. Parking osiedlowy oraz prywatny bardzo blisko bloku...
635,349000,4,71,11,Poznań Piątkowo,Polecam na sprzedaż mieszkanie 4 pokojowe (71m2). Lokal znajduje się na jednym z osiedli na Piątkowie jest to doskonała lokalizacja pod względem infrastruktury (przedszkole szkoły przychodnie sklepy parkingi); jak również komunikacyjnym...
636,339000,3,53.44,4,Poznań Naramowice ul. Karpia,Zachęcam do zapoznania się z ofertą sprzedaży mieszkania na poznańskich Naramowicach przy ul. Karpia. Na 53 44 m2 skaładają się 3 pokoje w tym jeden z aneksem kuchennym o powierzchni: 17.3 11.8 8.3 metrów kwadratowych (łazienka: 5.1 metra) ...
637,207000,2,38,3,Poznań Jeżyce ul. Janickiego,aktualne 26.10.2015r Jeżyce ok. Dąbrowskiego -Przybyszewskiego -jedna z bocznych spokojnych ulic-do sprzedaży mieszkanie 2 pokojowe 38 mkw położone na trzecim piętrze w niskim bloku. Budynek zadbany wybudowany z cegły około 1965roku.Doskonała...
638,525408,3,64,3,Poznań Grunwald ul. Heweliusza 3,W sprzedaży oferujemy mieszkanie na terenie nowego osiedla na poznańskim Grunwaldzie u zbiegu ul. Palacza i Heweliusza. Na metraż mieszkania składają się 3 samodzielne pokoje osobna kuchnia łazienka oraz przedpokój. Do mieszkania przynależy...
639,315000,3,63.1,3,Poznań Piątkowo ul. Piątkowo Osiedle Stefana Batorego Moras,OFERTA LICENCJONOWANEGO POŚREDNIKA - kupujesz bezpiecznie z ubezpieczeniem OC od transakcji. Polecam na sprzedaż słoneczne ustawne 3 pokojowe mieszkanie w doskonałej lokalizacji- Piątkowo Osiedle Batorego ( w okolicach kościoła) Mieszkanie o...
640,445000,3,61,3,Poznań Stare Miasto Piątkowo ul. Osiedle Stefana Batorego,Polecam ładne mieszkanie o pow. 61 m2 z balkonem i piwnicą w bloku z cegły z 2006 roku PIĄTKOWO!! Główne atuty nieruchomości: • bliskość komunikacji miejskiej • rozkład pomieszczeń • w pełni wykończony lokal Nieruchomość złożona z: •...
641,240000,3,62.9,4,Poznań Głuszyna ul. Głuszyna,Przestronne mieszkanie na czwartym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Głuszyna. Trzy pokoje okna wychodzące na północ południe; widok na las. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - panele podłogowe PCV ...
642,249000,2,51,3,Poznań Wilda,| Na sprzedaż funkcjonalne mieszkanie 2 pokojowe 51m2 z balkonem na 3 piętrze w pięknej zrewitalizowanej kamienicy po kapitalnym remoncie przy ulicy Umińskiego na Wildzie w Poznaniu. FORMA PRAWNA: pełna własność lokalu z księga wieczystą i...
643,315000,3,51,3,Poznań Winogrady Sołacz Jeżyce ul. Niestachowska Wojska Polskiego,Gorąco polecam poddaszowe komfortowo wykończone mieszkanie w doskonałej lokalizacji na Sołaczu w Poznaniu. OPIS MIESZKANIA: Mieszkanie wyremontowane o wysokim standardzie wykończenia trzypokojowe na Sołaczu o powierzchni użytkowej 51 m2 ...
644,369000,5,104.63,1,Poznań Łazarz ul. Łukaszewicza,OFERTA LICENCJONOWANEGO POŚREDNIKA - GWARANCJA BEZPIECZNEJ TRANSAKCJI POLECAM NA SPRZEDAŻ MIESZKANIE W POZNANIU Przestronne i funkcjonalne 5 pokojowe mieszkanie o powierzchni 104 63 m2 położone na wysokim parterze w odnowionej kamienicy przy...
645,298000,2,61,4,Poznań Wilda,Polecamy na sprzedaż 2 pokojowe mieszkanie o powierzchni 61 5 m2 położone na 4 pietrze z widokiem na Łęgi Dębińskie Warte Osiedle Młodych - Rataje . Przestronne słoneczne mieszkanie w bloku w Poznaniu w dzielnicy Wilda róg Czajcza -...
646,168000,2,38,3,Poznań Jeżyce Centrum ul. Kassyusza Galla Anonima Poddasza,Na sprzedaż NOWOCZESNE I FUNKCJONALNE dwupokojowe mieszkanie położone w Poznaniu - Jeżyce ul. Kassyusza. Lokal o powierzchni około 38 mkw (użytkowa 26 7) mkw na poddaszu 3 piętowego budynku z cegły. ROZKŁAD POMIESZCZEŃ: pokój z aneksem kuchennym ...
647,329000,4,71.7,2,Poznań Nowe Miasto ul. Os. Przemysława,Polecam na sprzedaż mieszkanie 4 pokojowe o powierzchni 71 70m2 położone na 2 piętrze w 4 piętrowym bloku z cegły z 1995 roku na osiedlu Przemysława. Blok ocieplony z nową elewacją. Mieszkanie w układzie NIEZALEŻNYM: - salon o powierzchni...
648,295000,3,64,4,Poznań Jeżyce Centrum ul. Galla Anonima,Galla 3 pokoje 295tyś 64 2mkw po częściowym remoncie budynek z lat 90 balkon.. Zapraszam do zapoznania się z ofertą sprzedaży mieszkania położonego przy ulicy Galla (Poznań-Jeżyce) . Lokalizacja zapewnia bardzo dobrą i szybką komunikację z...
649,350000,3,51,1,Poznań Naramowice Piątkowo Winogrady ul. Rubież,Oferuję na sprzedaż bardzo ładne na Naramowicach przy ul. Rubież. Mieszkanie położone na I piętrze trzypiętrowego budynku na osiedlu strzeżonym. Na powierzchnię mieszkania 51 m2 składają się: 3 pokoje w tym jeden z aneksem kuchennym korytarz i...
650,165000,1,29,1,Poznań Łazarz,Oferta Licencjonowanego Pośrednika - Gwarancją Bezpiecznej Transakcji Kawalerka o pow. ok. 30 m2 w stanie deweloperskim po kapitalnym remoncie odnowione położona na parterze w kamienicy z lat 60-tych w dzielnicy Łazarz. Mieszkanie usytuowane...
651,215000,1,33,1,Poznań Centrum Stare Miasto ul. Rybaki Półwiejska Kwiatowa,Idealna lokalizacja! Blisko Starego Browaru. Ścisłe Centrum miasta! Cena do negocjacji! Bardzo dobra lokalizacja blisko wiele uczelni wyższych przystanków komunikacji miejskiej oraz terenów zielonych. Zapraszam do zapoznania się z ofertą...
652,160000,1,21,2,Poznań Jeżyce Jeżyce,6 6 3 - 7 8 3 - 4 4 4 == == == == == Zachęcam do zapoznania się z ofertą sprzedaży kawalerek na poznańskich Jeżycach. W kamienicy po całkowitej rewitalizacji cieplik miejski! Dostępne mieszkania: 1) 21m2 - stan: pod klucz - 160 000zł...
